Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train F1,Val F1
1,1.080530427292529,1.0551697240935431,42.4284717376134,51.25698324022346,0.42309909878932067,0.49994783263948817
2,1.0354920489542332,1.0137798375553555,52.041172365666434,56.70391061452514,0.5188735191397104,0.5662228204318175
3,0.9953381955457598,0.9795986692110698,54.46615491974878,57.332402234636874,0.5432235583311188,0.5734022474324126
4,0.9624295626510152,0.9437104801336924,56.92602930914166,59.287709497206706,0.5689607886163166,0.5917968249281228
5,0.9293740728771455,0.9169250229994456,58.23447313328681,59.8463687150838,0.581966720169926,0.5959132342936942
6,0.9058361752451628,0.9020843148231507,59.508025122121424,60.33519553072626,0.5938106419681392,0.6020317582203634
7,0.8886509647276408,0.8807842195034027,60.415212840195395,61.312849162011176,0.6036523927051817,0.6121148846907234
8,0.8681516584247599,0.8650454680124918,61.60153524075366,62.01117318435754,0.6153699216373852,0.6181679337100051
9,0.8521950653336506,0.8532951692740123,61.60153524075366,62.01117318435754,0.6153890290782759,0.6185503023060801
10,0.841185201675447,0.8446279916498396,62.630844382414516,61.87150837988827,0.6257350840644117,0.617599991111581
11,0.8322028270338904,0.8369888332155015,63.11933007676204,62.98882681564246,0.630895167169003,0.628651759909096
12,0.820768493463734,0.8297338876459334,64.27076064200978,63.61731843575419,0.642273010773735,0.6348538820238564
13,0.8134298030712478,0.8237939523326026,64.09630146545709,63.89664804469274,0.6406158577518443,0.6380474462866895
14,0.8032634789565147,0.8179319871796502,64.67201674808095,63.547486033519554,0.6460636778971874,0.63489460756846
15,0.8017751459125689,0.8141075256798003,64.91625959525472,64.17597765363128,0.6489838597409808,0.6403354790171046
16,0.7949265612699196,0.8087560749716229,64.98604326587578,64.03631284916202,0.6496926335084774,0.6387572812605119
17,0.7853209128120816,0.8056964036491182,65.87578506629448,64.52513966480447,0.6583937262801353,0.6446380186703781
18,0.7807581337547568,0.8006074060996373,66.17236566643406,64.66480446927375,0.6616392329627029,0.6452304725919064
19,0.7778022113284693,0.7990983797444238,66.32937892533147,64.17597765363128,0.6631353287812962,0.6395296817844236
20,0.7726909996407277,0.7936004747947057,66.52128401953942,64.66480446927375,0.6648555180664019,0.64506848148263
21,0.7655140985851501,0.7912956102026834,67.04466154919749,65.7122905027933,0.6700846282449674,0.6561512735273453
22,0.7595936821197733,0.7882096134954029,67.62037683182136,65.64245810055866,0.6759722444119847,0.6551919735250125
23,0.7594333428858382,0.7847335865100225,67.67271458478716,64.87430167597765,0.6763194670081791,0.6472288567034902
24,0.7531995734298461,0.7842045588625802,67.23656664340544,66.68994413407822,0.672171005388207,0.6662161103908676
25,0.747406014907991,0.7816155950228373,67.62037683182136,66.55027932960894,0.6758219892973778,0.6651526388842913
26,0.7464250818434532,0.7797866496774886,68.40544312630844,66.82960893854748,0.6838173405997034,0.667664226497045
27,0.7387503474369687,0.7775450388590495,68.68457780879274,67.10893854748603,0.6866009984754257,0.6702714210512348
28,0.7392766625104177,0.7756034321255154,68.30076762037683,66.68994413407822,0.6823000442228473,0.6666008267798481
29,0.7396766523464808,0.774067434668541,68.5973482205164,66.89944134078212,0.6860539938271133,0.6681771824681958
30,0.73391751475985,0.7730121860901514,68.94626657362177,67.24860335195531,0.6891143947225938,0.6716279156421289
31,0.7345960405875713,0.769954596625434,68.51011863224005,67.24860335195531,0.6844676879210944,0.6718901789519136
32,0.7278395426306552,0.7689470671945148,69.46964410327983,67.24860335195531,0.6945482858563651,0.6718492946433393
33,0.7280435207660484,0.7694588462511699,69.01605024424285,67.24860335195531,0.6897071182276099,0.6716580621977096
34,0.7252060724500162,0.767234797610177,69.12072575017446,67.10893854748603,0.6908846819101405,0.6703096683970667
35,0.7240572673862691,0.7662447316779031,69.870900209351,67.31843575418995,0.6981618819311258,0.6726075063636893
36,0.7224729001356035,0.7651243564155367,69.01605024424285,67.38826815642459,0.6898677206920487,0.6732711011528876
37,0.722502623510892,0.7645281066497167,69.45219818562457,67.38826815642459,0.6941450039165303,0.6731204894634022
38,0.7220582313690345,0.7637502150403128,69.27773900907188,67.66759776536313,0.6923166543760021,0.6761475948283584
39,0.7187226134920519,0.7635026527775659,69.73133286810886,67.59776536312849,0.697102501031023,0.6752199724442848
40,0.7192844042870992,0.7629637449979783,69.83600837404047,67.66759776536313,0.6980127282923076,0.6761086661461634
41,0.7169556342957744,0.7627010944816801,69.90579204466155,67.45810055865921,0.6987210781149438,0.6737678609038222
42,0.7181751261514542,0.7621746646033393,70.13258897418004,67.8072625698324,0.700802032139368,0.677425438327694
43,0.7135464447786549,0.7618650496006012,70.46406140963015,67.59776536312849,0.704390473348362,0.6752833845350464
44,0.7190724795575262,0.761685084634357,69.94068387997208,67.66759776536313,0.6989884052951076,0.6759805740742953
45,0.7164882350100781,0.7615421493848165,69.88834612700629,67.59776536312849,0.6984961777310351,0.6752841643611366
46,0.7185206077059,0.7616540259785123,69.95812979762735,67.66759776536313,0.6991499698128205,0.6759490555703159
47,0.7145446299012325,0.7614804022841983,69.9930216329379,67.66759776536313,0.6996280021507233,0.6760237259164298
48,0.7152970097855273,0.7614354600509008,70.46406140963015,67.59776536312849,0.7041445371195931,0.6753629024005914
49,0.7144997462754794,0.7613165292474958,69.7662247034194,67.73743016759776,0.6972182965086229,0.6767033101526421
50,0.7147952873560711,0.761315483517117,70.56873691556176,67.66759776536313,0.7051628108706985,0.6760237259164298
