Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train F1,Val F1
1,1.078511712551117,1.0259747457504274,46.125,61.5,0.39031682988625976,0.511820805848028
2,0.9948066848516465,0.9730922508239747,56.75,63.0,0.505842104970656,0.5568397803709355
3,0.943768807053566,0.9271962332725525,56.5,55.375,0.5081743204491296,0.5035775690079114
4,0.9041658914089203,0.9136445879936218,61.03125,58.125,0.5494607116336178,0.5377889501615171
5,0.8563887524604797,0.894041759967804,61.5625,58.125,0.5617279834408612,0.5438074336163027
6,0.8374244356155396,0.8915750813484192,63.40625,58.375,0.5781959844799401,0.5408011495308828
7,0.8234915751218795,0.8897046399116516,64.0625,58.25,0.5868603216823348,0.5387869578420851
8,0.7983498358726502,0.8960541248321533,63.3125,63.75,0.5851306662214327,0.5747150805652587
9,0.7846472263336182,0.8562707829475403,66.5625,56.625,0.6155458807564724,0.5321183031634339
10,0.7807632872462272,0.8589695739746094,65.25,54.0,0.6005544412122144,0.5149710942144357
11,0.7584153780341149,0.8503883671760559,66.8125,63.0,0.6222168308968077,0.5716902662405697
12,0.7277366787195205,0.8522446918487548,67.875,63.0,0.6285484095160517,0.5791298379026961
13,0.7263915431499481,0.851433494091034,68.78125,63.375,0.6383946637460888,0.5780291255172624
14,0.7132062202692032,0.8539932584762573,69.28125,66.25,0.6452740348257425,0.5922636050867083
15,0.6991874286532402,0.8439076185226441,69.375,64.125,0.6478962997534158,0.5785458879341473
16,0.6824257886409759,0.8374565267562866,70.71875,62.875,0.6615653433124417,0.5821197445766206
17,0.6772071760892868,0.832888765335083,70.0625,62.375,0.6567624047119791,0.5774071197903027
18,0.6662682783603668,0.8314277744293213,71.625,63.125,0.670699149817688,0.5791702723338658
19,0.6597915199398995,0.8637519526481628,72.125,63.625,0.6748373684343498,0.5833116770616771
20,0.6494109913706779,0.8592311143875122,72.25,66.0,0.6788788619234335,0.6006533863012221
21,0.6402147796750068,0.8348346090316773,72.5625,64.875,0.6827016247265787,0.5968818285440763
22,0.627944815158844,0.8600447964668274,72.46875,62.5,0.6827421434893396,0.5781278331648309
23,0.6202835300564766,0.8347153353691101,73.34375,63.625,0.6960363396872751,0.5870005051608109
24,0.6136734685301781,0.8317185497283935,73.75,64.5,0.6972195081210882,0.5926027595664088
25,0.6097818464040756,0.8367162680625916,74.53125,65.625,0.7055166023087449,0.5976082568457936
26,0.5901797485351562,0.8329580307006836,74.65625,63.875,0.7052660870095101,0.5842558486615105
27,0.5891824004054069,0.8292942619323731,74.8125,63.0,0.7063938467144167,0.58057572858581
28,0.5798322036862373,0.8276214361190796,75.1875,63.5,0.7138507672921303,0.5812258335975705
29,0.5739856791496277,0.8331959795951843,75.40625,63.75,0.7172041645763167,0.5863911928067126
30,0.5788418585062027,0.8371380174160004,74.5625,64.0,0.7067968785994528,0.5824280314453926
31,0.563146928846836,0.852159948348999,75.125,66.125,0.7164019082541598,0.5939859305224764
32,0.5561179947853089,0.8846126186847687,76.1875,66.375,0.7283541630879732,0.59495384327457
33,0.5399008366465569,0.8941210746765137,76.28125,66.25,0.72861134171504,0.5980342906183543
34,0.5380083379149437,0.8577198898792266,76.65625,65.75,0.7372376777543249,0.596043404680669
35,0.526836199760437,0.8628929853439331,77.59375,65.5,0.7453180715422724,0.596217773575125
36,0.5262451288104057,0.9029727292060852,77.1875,66.5,0.7403511352001876,0.5971277340106568
37,0.5227273511886597,0.8559756469726563,77.96875,66.5,0.7456481208941833,0.6045960859555449
38,0.513384937942028,0.8516262722015381,78.1875,65.25,0.7495089294284281,0.6040622920073759
39,0.5050553724169731,0.8309933423995972,78.03125,64.625,0.7518269151809654,0.5910566068460805
40,0.4975999364256859,0.8469316339492798,79.5,66.125,0.7682640709732578,0.5977769519626118
41,0.4946268185973167,0.8540534591674804,78.875,65.25,0.7593809241566433,0.5979410668831776
42,0.49416364938020707,0.8437893867492676,79.09375,65.0,0.7615229628556092,0.5941796925884483
43,0.48045373052358625,0.8437912631034851,79.5625,64.625,0.7664969652628649,0.5931264425815628
44,0.47839876234531403,0.8438140964508056,80.15625,64.625,0.7742971138316541,0.5934238310708899
45,0.47727286875247954,0.8414936256408692,79.9375,64.625,0.769744677416484,0.5906598521149737
46,0.4602177783846855,0.86901038646698,80.78125,66.375,0.7845825361704124,0.5982898275477279
47,0.45615610271692275,0.8618929612636567,80.53125,65.875,0.7813466419999245,0.5993687103246663
48,0.4466134560108185,0.8659175622463227,81.5,66.25,0.7949463774751377,0.59891747023986
49,0.44659168779850006,0.8656665432453156,80.3125,65.75,0.7768222403088904,0.5930256049193906
50,0.439631972014904,0.8690948092937469,81.15625,66.5,0.7877402844440793,0.5960877343875616
51,0.43294899836182593,0.872222409248352,82.34375,65.0,0.7991598636784832,0.5892988755354179
