Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy
1,1.0075167846679687,0.9847904992103577,43.71875,59.625
2,0.9916178894042968,0.9625311136245728,45.84375,59.625
3,0.98212890625,0.9468205320835114,45.4375,59.625
4,0.9729046630859375,0.9360203421115876,49.59375,59.625
5,0.9661257171630859,0.9277194607257843,50.78125,59.625
6,0.9647191619873047,0.921451346874237,53.46875,59.625
7,0.9596993255615235,0.9172284388542176,51.4375,59.625
8,0.9573794555664062,0.9126179337501525,53.15625,59.625
9,0.9472107696533203,0.9092036235332489,54.09375,59.625
10,0.9511898040771485,0.9061903190612793,52.53125,59.625
11,0.9449494171142578,0.9042907547950745,53.1875,59.625
12,0.9412020874023438,0.9027953588962555,52.8125,59.625
13,0.9524153137207031,0.9013788521289825,52.125,59.625
14,0.93681640625,0.8989975738525391,51.9375,59.625
15,0.9289058685302735,0.8955358278751373,57.0,59.625
16,0.935885238647461,0.8935826027393341,59.71875,59.625
17,0.9370173645019532,0.8930921483039856,59.71875,59.625
18,0.9302830505371094,0.892167375087738,59.71875,59.625
19,0.9317667388916016,0.8905233871936798,59.71875,59.625
20,0.9273019409179688,0.8889819669723511,59.71875,59.625
21,0.9298638916015625,0.8880030691623688,59.71875,59.625
22,0.9238286972045898,0.8869327187538147,59.71875,59.625
23,0.9215383148193359,0.8850093293190002,59.71875,59.625
24,0.9149596405029297,0.8822502982616425,59.71875,59.625
25,0.9151885986328125,0.8811652851104737,59.71875,59.625
26,0.9169966125488281,0.879580819606781,59.71875,59.625
27,0.9098213577270508,0.8780536568164825,59.71875,59.625
28,0.9139214324951171,0.8762662994861603,59.71875,59.625
29,0.9202824020385743,0.8775926923751831,59.71875,59.625
30,0.9058762741088867,0.8751419138908386,59.71875,59.625
31,0.9131321716308594,0.8741859233379364,59.71875,59.625
32,0.9040958023071289,0.8713031685352326,59.71875,59.625
33,0.9079697036743164,0.8717772400379181,59.71875,59.625
34,0.9075004959106445,0.8702891206741333,59.78125,59.625
35,0.8985035705566407,0.8683751428127289,59.78125,59.625
36,0.9110231399536133,0.8690948736667633,59.78125,59.75
37,0.9019874572753906,0.8670499408245087,59.75,59.75
38,0.9043415069580079,0.8663965809345245,59.75,59.75
39,0.8982421112060547,0.8643903255462646,59.75,59.75
40,0.8933049392700195,0.8618417513370514,59.78125,59.75
41,0.90164155960083,0.8623455393314362,59.875,59.75
42,0.8956349945068359,0.8616099548339844,59.78125,59.625
43,0.8994371032714844,0.8598548376560211,60.03125,59.625
44,0.8882263946533203,0.8585122489929199,59.75,59.625
45,0.8950733375549317,0.85706423163414,59.84375,59.75
46,0.899105224609375,0.8594096052646637,60.28125,60.125
47,0.8966722297668457,0.8559013509750366,60.25,60.125
48,0.891282958984375,0.855366553068161,60.21875,60.125
49,0.8920240211486816,0.8549442625045777,60.5,60.375
50,0.8829293823242188,0.8517353212833405,60.90625,60.375
51,0.8875196266174317,0.849994968175888,60.96875,60.625
52,0.8822917938232422,0.8480440580844879,60.65625,60.625
53,0.8801166915893555,0.8463277053833008,60.9375,60.625
54,0.8807887268066407,0.8454140245914459,60.53125,60.5
55,0.8787721824645996,0.8444806909561158,60.8125,60.625
56,0.8804584407806396,0.843437465429306,61.09375,60.875
57,0.8840968704223633,0.841383501291275,61.3125,61.125
58,0.8755751800537109,0.839648904800415,61.625,61.125
59,0.8828625679016113,0.8394838809967041,61.65625,61.375
60,0.8728971958160401,0.8386411941051484,61.09375,61.375
61,0.8758788776397705,0.8354114151000976,61.53125,61.375
62,0.8723358535766601,0.8340208232402802,61.53125,61.5
63,0.8703627967834473,0.8349418449401855,61.5,61.75
64,0.8698147583007813,0.8336399495601654,62.34375,61.75
65,0.8663207054138183,0.8315621423721313,61.6875,61.625
66,0.8621771621704102,0.829619243144989,62.125,61.625
67,0.8614578294754028,0.8281793081760407,61.78125,61.875
68,0.8609582901000976,0.8278631114959717,62.125,62.375
69,0.8648878622055054,0.8255658280849457,61.9375,62.0
70,0.8686521482467652,0.8259203815460205,62.4375,62.875
71,0.8669785308837891,0.8253011178970336,62.40625,63.25
72,0.8514481019973755,0.8222148036956787,62.4375,63.0
73,0.8619617176055908,0.8216263043880463,61.78125,63.25
74,0.8531597518920898,0.8194236600399017,63.03125,63.0
75,0.8557853746414185,0.8189340901374816,61.5625,63.375
76,0.8573270606994629,0.818795759677887,62.21875,63.75
77,0.8611321640014649,0.8184679448604584,62.9375,64.25
78,0.8533019256591797,0.8178206706047058,62.75,64.375
79,0.851786961555481,0.8168342268466949,62.625,64.375
80,0.8610489177703857,0.8169204545021057,62.0625,64.625
81,0.8510228824615479,0.8162380254268646,62.875,65.0
82,0.8606833839416503,0.8146180462837219,62.4375,64.75
83,0.8481140422821045,0.8136680924892425,62.28125,64.875
84,0.8539535522460937,0.8129989981651307,62.40625,65.0
85,0.8492077350616455,0.8117166578769683,62.46875,65.125
86,0.8493875789642334,0.8103923690319061,63.4375,64.875
87,0.8481784486770629,0.8098682963848114,62.46875,65.125
88,0.846645131111145,0.8087951183319092,63.03125,65.25
89,0.843970136642456,0.8077048933506012,63.125,64.875
90,0.8431682276725769,0.8067922520637513,63.46875,65.125
91,0.8486747431755066,0.8068676710128784,63.875,65.375
92,0.8503718185424805,0.8064485502243042,63.1875,65.375
93,0.8455245113372802,0.8046500253677368,63.09375,65.375
94,0.8530276679992675,0.805065153837204,63.15625,65.375
95,0.8447661209106445,0.8039174270629883,63.65625,65.375
96,0.8509906470775604,0.8029337394237518,63.625,65.625
97,0.8446874117851257,0.8016910481452942,63.09375,65.375
98,0.8450505661964417,0.8012671625614166,62.375,65.5
99,0.8337419724464417,0.7993598592281341,64.3125,65.375
100,0.8361617279052734,0.7992686879634857,63.5625,65.75
101,0.8308606648445129,0.7972024428844452,63.5625,65.625
102,0.8386595666408538,0.7963095247745514,63.53125,65.75
103,0.849313588142395,0.7969396007061005,62.90625,66.0
104,0.8346734380722046,0.7961660671234131,64.0625,65.75
105,0.8408085918426513,0.7966090321540833,63.3125,65.75
106,0.8335758781433106,0.7955077767372132,63.34375,66.25
107,0.8304676198959351,0.7936313807964325,63.875,66.25
108,0.8360275495052337,0.7923437690734864,63.8125,66.0
109,0.8381319308280945,0.7935361921787262,63.875,65.875
110,0.8385497808456421,0.7923218405246735,63.78125,66.125
111,0.8248818433284759,0.7917377912998199,64.40625,66.25
112,0.8362689650058747,0.7913094401359558,63.0,66.125
113,0.8390919160842896,0.7909432113170624,63.90625,66.0
114,0.8303578948974609,0.7897897851467133,63.90625,66.125
115,0.8242738580703736,0.7890403711795807,63.78125,66.0
116,0.839606242775917,0.7884418749809265,63.84375,65.875
117,0.825032519698143,0.7882555043697357,64.125,65.75
118,0.8273124516010284,0.787469881772995,64.0625,65.875
119,0.8292163646221161,0.7869581997394561,63.75,65.875
120,0.8272735834121704,0.7865909314155579,63.90625,65.625
121,0.8256472885608673,0.7857920706272126,64.125,65.625
122,0.8264555805921554,0.7851772284507752,63.65625,65.625
123,0.8261071085929871,0.7846050596237183,63.5625,65.625
124,0.8363284701108933,0.7852312660217285,63.46875,66.125
125,0.8270293235778808,0.7845712804794311,63.34375,65.625
126,0.8243138837814331,0.7832966494560242,64.78125,65.625
127,0.8225842893123627,0.7832773470878601,63.625,65.5
128,0.8258840942382812,0.7832080471515656,63.90625,66.0
129,0.819380231499672,0.7819551169872284,64.03125,65.625
130,0.8274863475561142,0.7819354450702667,63.84375,65.625
131,0.8178187763690948,0.781469806432724,64.0625,65.875
132,0.8161802160739898,0.7803278613090515,64.375,66.0
133,0.8282398909330368,0.7797967827320099,63.46875,65.875
134,0.8272253549098969,0.7799166584014893,63.84375,65.75
135,0.8303030276298523,0.7801895892620087,63.59375,66.375
136,0.8103261923789978,0.778505425453186,64.4375,65.875
137,0.8313311463594437,0.7789172518253327,63.34375,66.0
138,0.8158073365688324,0.7786225843429565,64.75,66.375
139,0.8225385501980782,0.7787986373901368,64.46875,66.875
140,0.8157395967841148,0.7777741348743439,64.34375,66.5
141,0.815052926838398,0.7773102390766143,65.03125,66.875
142,0.8163948512077331,0.7767798066139221,64.1875,66.875
143,0.8176270323991776,0.7760072886943817,64.03125,66.875
144,0.8127615690231323,0.7754422450065612,64.03125,66.25
145,0.8177671074867249,0.7755728483200073,64.90625,67.25
146,0.8186241886019707,0.7754972577095032,62.78125,67.25
147,0.8158039951324463,0.775250403881073,64.0625,67.125
148,0.81754130423069,0.7753829956054688,64.21875,67.25
149,0.8194868928194046,0.7753061270713806,63.875,67.375
150,0.8242840903997422,0.7744011688232422,63.6875,67.25
151,0.8154907149076461,0.7742320477962494,64.4375,67.375
152,0.8141535925865173,0.7740630054473877,63.9375,67.5
153,0.8097330451011657,0.7735875809192657,65.3125,67.375
154,0.8176988196372986,0.773256448507309,63.84375,67.375
155,0.8128085824847221,0.7724541592597961,64.03125,67.5
156,0.8170986604690552,0.7725939989089966,64.4375,67.625
157,0.8033024069666862,0.7721709108352661,64.9375,67.625
158,0.8111206585168839,0.771439825296402,64.125,67.5
159,0.8126126423478126,0.7713576531410218,63.8125,67.625
160,0.8104804742336273,0.771211873292923,63.90625,67.75
161,0.8128433698415756,0.7710911405086517,64.625,67.875
162,0.8053443571925163,0.7705766546726227,65.40625,67.875
163,0.810953498184681,0.7700788843631744,64.4375,68.0
164,0.8083972671627998,0.7691076397895813,65.03125,68.0
165,0.8165364861488342,0.7689835727214813,63.9375,67.875
166,0.8083463197946549,0.7689940345287323,64.75,68.375
167,0.809988180398941,0.7689242947101593,64.6875,68.25
168,0.8054520016908646,0.7687536585330963,65.03125,68.125
169,0.8069190722703934,0.7687758946418762,65.78125,68.625
170,0.8066937592625618,0.7676603674888611,64.71875,68.25
171,0.8042946413159371,0.7671623241901397,65.21875,68.0
