Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy
1,1.081885803937912,1.064434449672699,57.40625,63.5
2,1.050675510764122,1.0370043551921844,63.09375,64.0
3,1.022780164182186,1.0096199929714202,64.96875,63.125
4,0.9920534303784371,0.9828084278106689,64.875,62.75
5,0.96108169734478,0.9577043414115906,65.875,63.25
6,0.9389294171333313,0.9374046039581299,64.4375,62.375
7,0.9135767659544944,0.9212967693805695,63.875,62.0
8,0.8946242904663086,0.9061215209960938,64.71875,62.75
9,0.8804092332720757,0.8962820529937744,65.125,61.75
10,0.8648807993531227,0.8894500815868378,64.28125,64.625
11,0.8609903988242149,0.8805326735973358,64.78125,63.125
12,0.8548114813864232,0.8758972525596619,65.46875,62.125
13,0.8480313062667847,0.8707834172248841,63.03125,62.75
14,0.8355467768013477,0.8666217768192291,66.78125,62.375
15,0.8324085341393948,0.8689542937278748,63.8125,61.875
16,0.824389254450798,0.8620637571811676,64.78125,63.375
17,0.8191029551625252,0.8637486028671265,65.46875,62.875
18,0.8177751640975476,0.8579209315776825,65.78125,62.75
19,0.8119440622627735,0.8649109649658203,63.75,63.375
20,0.8122177030146122,0.8554646289348602,65.09375,63.0
21,0.8054268996417523,0.8552385222911835,64.875,63.125
22,0.7940072153508663,0.8548728549480438,66.34375,63.375
23,0.798615499585867,0.85688023686409,65.0625,61.875
24,0.7871043744683266,0.8538349866867065,65.96875,63.875
25,0.7883248409628868,0.855806450843811,66.3125,63.125
26,0.7904355555772782,0.8526130318641663,64.53125,62.875
27,0.7796791888773441,0.8557167792320252,66.75,63.625
28,0.7797682444751263,0.850422670841217,66.09375,63.0
29,0.777608051598072,0.8543956172466278,64.875,63.5
30,0.7809193439781665,0.8496246194839477,66.75,63.0
31,0.7716182909905911,0.8524100971221924,66.46875,63.625
32,0.7643654005229473,0.8530146944522857,66.9375,64.25
33,0.7620084230601788,0.8527825820446014,66.875,63.5
34,0.763252150863409,0.851610060930252,66.53125,63.625
35,0.7617850230634212,0.8515510261058807,66.28125,63.625
