Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy
1,1.226884765625,1.2102681684494019,10.625,9.875
2,1.1868928527832032,1.17449857711792,10.625,9.875
3,1.1636093139648438,1.1693042230606079,10.625,9.875
4,1.1599972534179688,1.1660899829864502,10.625,9.875
5,1.1567318725585938,1.1629347825050353,10.625,9.875
6,1.1536898803710938,1.1597061228752137,10.625,9.875
7,1.150364532470703,1.1563718700408936,10.625,9.875
8,1.1476473999023438,1.1530294919013977,10.625,9.875
9,1.1437055969238281,1.1494950556755066,10.625,9.875
10,1.1395672607421874,1.1458527326583863,10.625,9.875
11,1.1359295654296875,1.1422011685371398,10.625,9.875
12,1.131751251220703,1.1385269927978516,10.625,9.875
13,1.1293991088867188,1.1345075249671936,10.625,9.875
14,1.1248655700683594,1.130446047782898,10.65625,9.875
15,1.1188514709472657,1.1237748432159425,43.96875,34.125
16,1.1107424926757812,1.1105740284919738,45.25,31.625
17,1.0958555603027345,1.0903769540786743,44.75,34.875
18,1.075963592529297,1.069662252664566,51.125,51.125
19,1.0661909484863281,1.0454879915714264,57.59375,59.5
20,1.0486595916748047,1.0212439179420472,61.40625,63.125
21,1.0194253540039062,0.9980160391330719,62.21875,63.875
22,1.0093558883666993,0.980993230342865,62.3125,63.375
23,0.9997662734985352,0.9648289728164673,61.96875,64.0
24,0.9888467407226562,0.9506082177162171,61.15625,63.5
25,0.988231201171875,0.9414252078533173,61.1875,63.375
26,0.9626764297485352,0.9269737684726715,61.53125,63.625
27,0.9631491088867188,0.9184321868419647,61.84375,63.625
28,0.945842227935791,0.9091567671298981,61.65625,63.375
29,0.9499911499023438,0.9008118796348572,60.875,63.5
30,0.9496234703063965,0.8960086882114411,61.96875,63.5
31,0.9425042343139648,0.885820722579956,62.125,64.125
32,0.9242923641204834,0.879567049741745,62.59375,64.25
33,0.9318774700164795,0.8762376010417938,62.625,64.375
34,0.9330743408203125,0.875520681142807,61.8125,63.75
35,0.9273020553588868,0.866286336183548,62.5625,64.75
36,0.9312361907958985,0.8683271813392639,61.65625,64.25
37,0.9330466175079346,0.8674238872528076,62.5,64.25
38,0.9277503395080566,0.8618082821369171,62.65625,64.5
