Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train F1,Val F1
1,1.0177703523038157,0.9506169431739383,49.42428471737613,54.95810055865922,0.494346916039114,0.5423586248495531
2,0.9050494342793329,0.877364327510198,59.21144452198185,61.73184357541899,0.5917082278057472,0.6169387014070408
3,0.8365499589768625,0.837920355796814,63.01465457083042,62.08100558659218,0.629545703332941,0.6179115016697798
4,0.7924939966799489,0.8083859768178728,65.54431263084439,64.66480446927375,0.6550615974524073,0.6460548389460494
5,0.7517774051942533,0.7860763364368015,67.65526866713189,65.85195530726257,0.6758618401461037,0.657435743815408
6,0.7236386045273964,0.7591475748353534,69.4347522679693,66.62011173184358,0.6939992566446236,0.6650156994052714
7,0.6933082450067101,0.7448375284671783,71.10956036287509,68.71508379888269,0.7105368832210893,0.6868515712770561
8,0.6704900576460661,0.720095298687617,72.05163991625959,68.71508379888269,0.7199375548897905,0.6865822603480206
9,0.6445202707082116,0.7136483473910226,73.95324494068387,68.57541899441341,0.7390419288480398,0.6809909706616768
10,0.6352795605705973,0.7228536870744493,74.2149337055129,68.78491620111731,0.7414314753298759,0.6771970623784883
11,0.6173936409206443,0.6723067396216922,75.34891835310538,71.15921787709497,0.7524291018102224,0.7110539290691852
12,0.5908352603985406,0.6617447012000613,76.90160502442428,72.41620111731844,0.7679667062928502,0.7243853173994866
13,0.5766038059524174,0.6484612041049533,77.42498255408235,72.62569832402235,0.77313409518859,0.726599832820468
14,0.5575552887405194,0.6439196871386634,78.506629448709,73.25418994413408,0.784453460361748,0.7305512683159029
15,0.5412858932546254,0.6296817733181848,79.43126308443824,73.60335195530726,0.7932656545833233,0.7361106759554147
16,0.5279807234208896,0.6202611790763007,80.2861130495464,74.09217877094972,0.8016682970462936,0.7410049163820817
17,0.5164916147594665,0.617528212401602,81.00139567341242,75.55865921787709,0.8087677819230676,0.7544727925405987
18,0.5092718223924424,0.6103758616579904,81.54221912072575,75.20949720670392,0.8144008722565763,0.7509246294204129
19,0.49653736408540466,0.596286247836219,82.03070481507328,75.97765363128492,0.8190462913314839,0.7594042750027361
20,0.48160862910216234,0.5911752694182926,83.07745987438939,75.97765363128492,0.8296278352322431,0.7588376921997244
21,0.47228214925046086,0.5893598831362195,83.47871598046058,75.76815642458101,0.8334674391317968,0.7560570779672267
22,0.46790920193812974,0.5869694269365735,83.47871598046058,77.02513966480447,0.8334787885469761,0.7680715244075174
23,0.4636517651482877,0.5741848202215301,83.86252616887649,76.53631284916202,0.8375835782866526,0.7649862477047614
24,0.44925275739687065,0.567877402736081,84.68248429867411,77.16480446927375,0.8455886861144405,0.7710249587324145
25,0.44435470843879626,0.5660244572493766,84.87438939288207,77.72346368715084,0.8477876594416708,0.7758600031819638
26,0.4347553542480495,0.5606958160797755,85.53733426378227,77.51396648044692,0.85392420145604,0.7737395884544652
27,0.43166135089643154,0.5670328684979015,85.38032100488486,78.42178770949721,0.8527706543442442,0.7816395345675553
28,0.42389131883226727,0.5542869081099828,85.17096999302163,77.6536312849162,0.8503755351651231,0.7744287888079485
29,0.4144761372658536,0.5480323139164183,86.04326587578507,77.93296089385476,0.8593651057025506,0.7791004658838432
30,0.40952608263260143,0.5463277500536706,86.6364270760642,79.18994413407822,0.8650878498541967,0.7898587694485067
31,0.4038837942655372,0.545896180305216,86.51430565247732,79.32960893854748,0.8637499805977346,0.7913919155834689
32,0.40339206246280407,0.5417050136460199,86.5840893230984,79.46927374301676,0.8647405355995845,0.7927457361971157
33,0.4012254506432578,0.5400117178757985,86.72365666434054,79.32960893854748,0.8661221460802996,0.7912556500116906
34,0.3933104660600673,0.5360006310873562,87.22958827634334,79.18994413407822,0.8712612367462466,0.7898007107369437
35,0.39288063235269616,0.5334625588523016,87.38660153524076,79.60893854748603,0.8724613018591606,0.7942862310086888
36,0.3872033460558623,0.5306347297297583,87.68318213538032,79.81843575418995,0.8756170918289753,0.796821237842785
37,0.3890341706262658,0.529726229276922,87.43893928820656,80.23743016759776,0.8732386920467995,0.8008672970190137
38,0.38324432353123317,0.5302248348792394,87.42149337055129,80.23743016759776,0.8730195031601871,0.800500362637925
39,0.38200070775401956,0.5332053159674008,87.78785764131193,79.74860335195531,0.8767370101866759,0.795000434146718
40,0.3798534114297718,0.5278584276636441,87.73551988834613,80.37709497206704,0.8763303162315602,0.8017366559092894
41,0.37839928586918,0.5273873663610882,87.99720865317515,80.51675977653632,0.8787736293730709,0.8035201763641128
42,0.3750640339838097,0.5277425454722511,88.0844382414515,80.3072625698324,0.8797564385139669,0.8009701320948923
43,0.3748315575021555,0.5257534184389644,87.94487090020935,80.37709497206704,0.8782459504398824,0.8018356845514546
44,0.37509378587469083,0.5261892053816054,87.85764131193301,80.3072625698324,0.8773821310012503,0.8010442941475645
45,0.3743704145250214,0.525931862824493,88.0844382414515,80.37709497206704,0.8795541535583964,0.8016451567343902
46,0.36937015505720316,0.5253128641181521,87.97976273551988,80.44692737430168,0.8787017181959533,0.8023415049293482
47,0.37660599730307015,0.5258147560887867,88.10188415910677,80.23743016759776,0.8797658734465559,0.8002720509801685
48,0.37686918053288315,0.5250546013315519,87.4738311235171,80.23743016759776,0.8736004786688799,0.8002517184104464
49,0.37219814445647026,0.5250624184807141,88.38101884159107,80.23743016759776,0.8825826090725677,0.8002517184104464
50,0.36973762593146486,0.5243995860219002,88.18911374738312,80.51675977653632,0.8805675723341464,0.8031314445235131
