Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy
1,1.1000788474082948,1.0987360385748057,39.34375,42.25
2,1.0992937183380127,1.0980399938730092,39.65625,45.75
3,1.0980063796043396,1.0973680844673743,43.03125,48.875
4,1.0957935976982116,1.09670640872075,45.09375,52.0
5,1.0972956323623657,1.096038579940796,43.125,53.625
6,1.094865071773529,1.0953605541816125,45.84375,54.375
7,1.0942010331153869,1.0946950729076679,45.59375,55.25
8,1.0939913892745972,1.0940222556774433,47.9375,56.125
9,1.0937288856506349,1.0933465682543242,48.28125,56.5
10,1.0928370189666747,1.0926921459344716,48.40625,56.625
11,1.0920049571990966,1.0920250232403095,49.40625,56.75
12,1.0903077960014342,1.0913509588975172,50.75,57.5
13,1.091409478187561,1.0906928044099073,51.4375,58.875
14,1.0908051538467407,1.0900278825026293,50.78125,58.75
15,1.089036364555359,1.0893659133177538,52.5,59.125
16,1.0888541436195374,1.088709180171673,52.3125,59.5
17,1.0873062539100646,1.0880496685321515,54.53125,59.125
18,1.0860306406021119,1.087387176660391,55.4375,59.125
19,1.0858820676803589,1.0867229608389049,55.125,58.75
20,1.0847068786621095,1.086059102645287,54.96875,58.5
21,1.0830500531196594,1.0853850566423857,56.75,58.75
22,1.0830995631217957,1.0847096809974084,57.0625,59.375
23,1.08237553358078,1.084036689538222,55.96875,59.5
24,1.0821443891525269,1.0833520889282227,57.25,59.5
25,1.0814322018623352,1.0826585292816162,57.0,59.75
26,1.080525176525116,1.0819889857218816,57.6875,59.875
27,1.0788343620300294,1.081315306516794,58.90625,59.75
28,1.078797607421875,1.08063032076909,59.5,59.875
29,1.0791404008865357,1.079942987515376,57.375,60.125
30,1.077988374233246,1.0792316473447359,58.46875,60.125
31,1.0768761157989502,1.078532732450045,59.59375,60.0
32,1.0748603796958924,1.0778093246313243,60.25,59.75
33,1.0757118988037109,1.0770636796951294,58.65625,59.75
34,1.0750056314468384,1.0763299740277803,60.0625,60.375
35,1.0733627963066101,1.0755968185571523,59.34375,60.5
36,1.072187945842743,1.0748406648635864,60.21875,60.375
37,1.0728603506088257,1.0740991097230177,59.53125,60.25
38,1.0711321806907654,1.0733623046141405,60.09375,60.25
39,1.07024747133255,1.0726059216719408,60.03125,60.25
40,1.0695835828781128,1.0718734447772686,60.8125,60.375
41,1.069232006072998,1.0711010694503784,60.3125,60.625
42,1.068905656337738,1.0703328664486225,59.28125,60.5
43,1.0664708018302917,1.069546442765456,60.21875,60.75
44,1.064749686717987,1.0687520137199988,61.3125,61.0
45,1.0645527815818787,1.0679531005712657,60.34375,60.5
46,1.0635511088371277,1.0671523534334624,60.875,60.5
47,1.0626381826400757,1.0663721102934618,60.09375,60.625
48,1.0619970631599427,1.0655650725731483,60.65625,61.0
49,1.0601366209983825,1.0647762096845186,60.75,60.875
50,1.0591551160812378,1.0639779476019053,62.3125,60.875
51,1.0592969703674315,1.0631600343264067,61.15625,61.0
52,1.0595072865486146,1.062358489403358,61.78125,61.125
53,1.058572678565979,1.0615483522415161,61.21875,61.125
54,1.0571727085113525,1.0607256889343262,61.46875,61.625
55,1.054678933620453,1.059907995737516,62.34375,61.625
56,1.05474835395813,1.0590839844483595,61.71875,61.625
57,1.0532241320610047,1.058261669599093,61.0,61.625
58,1.0522867965698242,1.0574481028776903,62.40625,61.375
59,1.0530294108390807,1.0566118038617647,62.1875,61.375
60,1.0500505018234252,1.0557754223163311,62.4375,61.25
61,1.0494836235046388,1.0549328235479503,61.28125,61.125
62,1.0500651144981383,1.0540990829467773,61.90625,61.0
63,1.0481899404525756,1.053281884927016,62.125,60.875
64,1.0472029900550843,1.0524373237903302,62.65625,60.875
65,1.0484388530254365,1.0516270123995268,60.8125,61.0
66,1.0453573751449585,1.0508089065551758,62.34375,61.0
67,1.0437543296813965,1.0499808971698468,63.40625,61.0
68,1.043571994304657,1.0491804801500761,62.53125,61.0
69,1.0421329748630523,1.048345079788795,61.875,61.125
70,1.0411045384407043,1.0475145211586585,63.125,61.125
71,1.0403183031082153,1.0466843568361723,62.96875,61.25
72,1.0405719566345215,1.045872688293457,62.15625,61.25
73,1.0390432119369506,1.0450553710644062,61.625,61.375
74,1.0390937519073487,1.0442356421397283,63.21875,61.375
75,1.0365661323070525,1.043415436377892,62.5625,61.5
76,1.0346799504756927,1.0425910491209764,63.28125,61.5
77,1.0348921120166779,1.0417656669249902,63.125,61.5
78,1.034002343416214,1.0409378822033222,62.46875,61.5
79,1.0333872187137603,1.0401323896188002,62.125,61.625
80,1.0337393283843994,1.0393030735162587,61.96875,61.75
81,1.0325442147254944,1.0385030920688922,62.8125,61.75
82,1.0299093651771545,1.0377203638737018,62.5,61.875
83,1.0298165023326873,1.036916040457212,61.59375,61.625
84,1.0279390680789948,1.0361007635410016,61.5625,61.75
85,1.0281952381134034,1.0353029645406282,61.9375,62.0
86,1.02551722407341,1.034523844718933,62.59375,61.875
87,1.0264582669734954,1.0337333725048945,62.53125,62.0
88,1.0233758747577668,1.0329323502687306,63.21875,61.75
89,1.0222340178489686,1.0321406171872065,62.40625,61.875
90,1.0216681051254273,1.0313396041209881,62.53125,61.875
91,1.023995041847229,1.0305299300413866,61.96875,62.25
92,1.021267522573471,1.0297401684981127,62.65625,62.25
93,1.022201806306839,1.0289576007769659,61.59375,62.125
94,1.0202959036827088,1.0281226405730615,62.15625,62.375
95,1.0201799535751344,1.0273216458467336,62.3125,62.25
96,1.0187379264831542,1.0265410588337824,62.5,62.125
97,1.017017492055893,1.0257491836181054,62.875,62.0
98,1.0170556020736694,1.0249672440382152,62.59375,62.0
99,1.0146953582763671,1.0241682804547823,62.96875,61.875
100,1.013630073070526,1.0233928790459266,62.34375,61.875
101,1.0145276200771332,1.022601829125331,62.28125,61.75
102,1.0125965869426727,1.021833584858821,62.03125,61.75
103,1.010490357875824,1.0210166665223928,63.125,61.625
104,1.0096100556850434,1.0202353092340322,62.34375,61.625
105,1.0092777264118196,1.0194276158626263,62.53125,61.375
106,1.0091639721393586,1.0186592844816356,62.75,61.375
107,1.0085851669311523,1.0178571847768931,62.0,61.25
108,1.0069756519794464,1.0170702842565684,63.1875,61.5
109,1.0056308507919312,1.016302961569566,63.375,61.5
110,1.0055124461650848,1.0155282708314748,62.65625,61.375
111,1.00437451004982,1.014784418619596,62.6875,61.125
112,1.0035837256908418,1.0140343858645513,62.0,61.125
113,1.0022617852687836,1.0132734317045946,62.6875,60.875
114,1.0033259105682373,1.0125088875110333,62.9375,60.75
115,1.0026746892929077,1.0117517434633696,62.3125,60.625
116,1.002726022005081,1.0109838614097009,62.3125,60.625
117,0.999477026462555,1.0102227742855365,62.875,60.75
118,0.998908498287201,1.0094597110381494,62.75,60.875
119,0.9979597067832947,1.008704396394583,63.40625,60.875
120,0.9966434741020203,1.007949709892273,62.65625,60.875
121,0.9962619006633758,1.0072143719746516,63.03125,61.0
122,0.9949004352092743,1.0064925459715037,62.71875,60.875
123,0.9952432429790496,1.0057725402025075,62.59375,61.125
124,0.9933068656921387,1.0050444557116582,62.75,61.125
125,0.9941710019111634,1.0043155550956726,62.3125,61.125
126,0.9917857050895691,1.0035827526679406,63.0625,61.0
127,0.9877615666389465,1.0028453377576976,63.78125,61.25
128,0.9890314733982086,1.0021041906796968,63.5625,61.25
129,0.9896974349021912,1.0013331174850464,62.40625,61.0
130,0.9896592175960541,1.0006053080925574,63.03125,60.875
131,0.9881479692459106,0.9998932618361253,62.96875,61.0
132,0.9852852129936218,0.9991573003622202,63.5625,61.0
133,0.9852099883556366,0.9984404077896705,62.71875,60.875
134,0.9865778756141662,0.9976899394622216,62.96875,61.0
